,SYLLABARY,PRONUNCIATION,POS,DEFINITIONS,HFRANCIS LIST VERIFIED,TLW Notes
,ᎦᎿᏬᎩᎠ,gahnawogiʔa,,,Fixed Syllabary Ꮎ => Ꮏ,
,ᎤᎿᏬᎩᏒᎢ,u:hnawogi:sv̌ʔi,,,,
,ᎠᎿᏬᎩᏍᎪᎢ,a:hnawogi:sgóʔi,,,,
,ᎭᎿᏬᎩ,ha:hnawogi,,,,
,ᎤᎿᏬᎩᏍᏗ,u:hnawogi:sdi,,,,
,,,,,,
ENTRY,ᎠᏁᎳᏗᎠ,a:hne:ladiʔa,vi,"He is traveling.;
He is going on a trip.",,
,ᎦᏁᎳᏗᎠ,gaʔne:ladiʔa,,,,
,ᎤᏁᎳᏛᎢ,u:hne:ladv̌ʔi,,,,
,ᎠᏁᎳᏗᏍᎪᎢ,a:hne:ladisgóʔi,,,,
,ᎭᏁᎳᏓ,ha:hne:lada,,,,
,ᎤᏁᎳᏗᏍᏗ,u:hne:ladisdi,,,,
,,,,,,
ENTRY,ᎠᏁᏍᎨᎭ,a:hne:sge:ha,vt,He is building it.,x,
,ᎦᏁᏍᎨᎭ,gane:sge:ha,,,,
,ᎤᏁᏍᎨᎲᎢ,u:hne:sge:hv̌ʔi,,,,
,ᎠᏁᏍᎨᏍᎪᎢ,a:hne:sge:sgóʔi,,,,
,ᎭᏁᏍᎬᎵ,ha:hne:sgv:li,,,,
,ᎤᏁᏍᎨᏗ,u:hne:sge:hdi,,,,
note,"ᎢᏳᏃ ᎩᎶ ᏚᎸᏫᏍᏓᏁᎸ ᏱᏁᎬᏩᏍᏗᏉ ᎾᎿ <u>ᎤᏁᏍᎨᎲᎢ</u>, ᎾᏍᎩ ᎠᎦᎫᏴᎡᏗ ᎨᏎᏍᏗ.
if of any one the work doth remain that <u>he built</u> on [it], a wage he shall receive;
[ᎪᎵᏂᏗᏱ ᎢᎬᏱᏱ 3:14]",,,,,
,,,,,,
ENTRY,ᎠᏁᏍᏗᎭ,a:hne:tsdiha,vt,"He is interpreting it.;
He is translating it.",,
,ᎦᏁᏍᏗᎭ,gaʔne:sdiha,,,,
,ᎤᏁᏍᏓᏅᎢ,u:hne:sdaʔnv̌ʔi,,,,
,ᎠᏁᏍᏗᏍᎪᎢ,a:hne:sdisgóʔi,,,,
,ᎭᏁᏍᏓ,ha:hne:sda,,,,
,ᎤᏁᏍᏙᏗ,u:hne:sdo:hdi,,,,
,,,,,,
ENTRY,ᎠᏁᏣ,ane:ja,n,Ball game (stickball).,,
,,,,,,
ENTRY,ᎠᏁᏦᎥᏍᎦ,a:hne:joʔv:sga,vi,He is playing ball.,x,
,ᎦᏁᏦᎥᏍᎦ,gane:joʔv:sga,,,Francis has 'tsoh' and not 'tsoʔ'.,
,ᎤᏁᏦᏅᎢ,u:hne:joʔnv̌ʔi,,,,
,ᎠᏁᏦᎥᏍᎪᎢ,a:hne:joʔv:sgóʔi,,,,
,ᎭᏁᏦᎥᎦ,ha:hne:joʔv:ga,,,,
,ᎤᏁᏦᏗ,u:hne:jo:hdi,,,,
note,"… ᏴᏫ ᎤᎾᏅᏅᎩ ᏛᎾᎵᏍᏓᏴᏂᏒᎩ ᎠᎴ ᏛᎾᏗᏔᎯᏒᎩ, ᏚᎾᎴᏅᎩ <u>ᎤᎾᏁᏦᏅᎩ</u>.
… ‘The people sat down to eat and to drink, and stood up to <u>play</u>;’
[ᎪᎵᏂᏗᏱ ᎢᎬᏱᏱ 10:7]",,,,,
,,,,,,
ENTRY,ᎠᏁᏦᎥᏍᎩ,ane:joʔvsgi,n,Ball player.,,
,,,,,,
ENTRY,ᎠᏁᏦᏗ,ane:jo:di,n,Ball game (stickball).,,
,,,,,,
ENTRY,ᎠᏂ,a:ni,n,"Strawberry.;
Virginia Strawberry.;
biol. <em>Fragaria virginiana.</em>",,
note,"ᎤᎶᎩᎸ ᏑᏓᎵ <u>ᎠᏂ</u> ᏚᎨᎢ, ᏔᎵᏚ ᏚᎯᏰ. ᎭᎳᎢᎦ ᎨᏎ ᏂᎦᏓ <u>ᎠᏂ</u>?
Six <u>strawberries</u> were eaten, twelve remained. How many were all the <u>strawberries</u>?
[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎠᏂᎦᎸᏥ,ani:galv:hji,n,Frenchmen.,,
,,,,,,
ENTRY,ᎠᏂᎧᏫ,ani:kawi,n,Deer clan.,,
,,,,,,
ENTRY,ᎠᏂᎧᏫᏔ,ani:kawi:ta,n,Creek (lower).,,
,,,,,,
ENTRY,ᎠᏂᎩᎵ,ani:gi:hli,n,"Congaree (the dog people), see Mooney pg 508.",,
,,,,,,
ENTRY,ᎠᏂᎩᎵᏏ,ani:gilisi,n,Englishmen.,,
,,,,,,
ENTRY,ᎠᏂᎩᎶᎯ,ani:gilohi,n,Long hair clan (twister).,,
,,,,,,
ENTRY,ᎠᏂᎩᏍᎩ,ani:ksgi,n,People with no clan affiliation.,,
,,,,,,
ENTRY,ᎠᏂᎪᏍᏓᏯ,ani:gosda:hya,n,"Chimney swift.;
biol. <em>Chaetura pelagica.</em>",,
,,,,,,
ENTRY,ᎠᏂᎪᏓᎨᏫ,ani:go:dage:wi,n,Wild potato clan.,,
,,,,,,
ENTRY,ᎠᏂᎫᏏ,ani:ku:si,n,Creek (upper).,,
,,,,,,
ENTRY,ᎠᏂᎬᎾᎨᎢ,ani:gvnageʔi,n,Black people.,,
,,,,,,
ENTRY,ᎠᏂᏃᏥ,ani:no:ji,n,Natchez.,,
,,,,,,
ENTRY,ᎠᏂᏅᏓᏪᎩ,ani:nv:dawe:gi,n,Iroquois.,,
,,,,,,
ENTRY,ᎠᏂᏆᏌᏏ,ani:kwa:sa:si,n,Osage.,,
,,,,,,
ENTRY,ᎠᏂᏇᎩ,ani:kwe:gi,n,Quakers.,,
,,,,,,
ENTRY,ᎠᏂᏌᎰᏂ,anisaho:ni,n,Blue clan.,,
,,,,,,
ENTRY,ᎠᏂᏌᏩᏄᎩ,ani:sa:wanu:gi,n,Shawnee.,,
,,,,,,
ENTRY,ᎠᏂᏍᎦᎶᎵ,ani:sgalo:li,n,Tuscarora.,,
,,,,,,
ENTRY,ᎠᏂᏍᎦᏥ,ani:sga:ji,n,Scotchmen.,,
,,,,,,
ENTRY,ᎠᏂᏍᎩᎾ ᎤᎾᏁᏌᏓ,ani:sgina unanesada,n,"Common greenbrier.;
biol. <em>Smilax rotundifolia.</em>",,
,,,,,,
ENTRY,ᎠᏂᏍᎬᏘ,a:hnsgv:ti,n,May.,,
,,,,,,
ENTRY,ᎠᏂᏍᏆᏂ,ani:sgwa:ni,n,Spaniards.,,
,,,,,,
ENTRY,ᎠᏂᏎᎻᏃᎵ,ani:se:mino:li,n,Seminole.,,
,,,,,,
ENTRY,ᎠᏂᏎᏂᎧ,ani:se:nika,n,Seneca.,,
,,,,,,
ENTRY,ᎠᏂᏑᎵ,anisu:li,n,"Jury.;
They are buzzards.",,
,,,,,,
ENTRY,ᎠᏂᏑᏩᎵ,ani:suwa:li,n,Cheraw or sera.,,
,,,,,,
ENTRY,ᎠᏂᏒᏅᎯᏓ,ani:svnvhi:da,n,Horse corn.,,
,,,,,,
ENTRY,ᎠᏂᏓᏥ,ani:da:ji,n,Germans.,,
,,,,,,
ENTRY,ᎠᏂᏔᏈ,ani:ta:gwi,n,Catawba.,,
,,,,,,
ENTRY,ᎠᏂᏛᎿᏗᎠ,a:ndv:hnadiʔa,vi,It is grazing.,x,
,-,,,,Changed PAST to match Francis,
,ᎤᏂᏛᎿᏗᏒᎢ,u:ndv:hnadi:sv̌ʔi,,,Changed IMP to match Francis,
,ᎠᏂᏛᎿᏗᏍᎪᎢ,a:ndv:hnadisgóʔi,,,,
,ᏩᏂᏛᎿᏗ,wa:ndv:hnadi,,,,
,ᎤᏂᏛᎿᏗᏍᏗ,u:ndv:hnadi:sdi,,,,
,,,,,,
ENTRY,ᎠᏂᏣᎧᏔ,*ani:ja:kta,n,Choctaw.,,
,,,,,,
ENTRY,ᎠᏂᏥᎧᏌ,ani:ji:kasa,n,Chickasaw.,,
,,,,,,
ENTRY,ᎠᏂᏥᏍᏆ,ani:ji:sgwa,n,Bird clan.,,
,,,,,,
ENTRY,ᎠᏂᏩᏥᏂ,ani:wa:ji:ni,n,"Virginians.;
Federal government officials.",,
,,,,,,
ENTRY,ᎠᏂᏩᏯ,ani:hwaya,n,Wolf clan.,,
,,,,,,
ENTRY,ᎠᏂᏬᏂᏍᎩ,ani:woʔnisgi,n,"Virginia water horehound.;
Sweet bugleweed.;
biol. <em>Lycopus virginicus.</em>",,
,,,,,,
ENTRY,ᎠᏂᏬᏗ,ani:wo:di,n,Paint clan.,,
,,,,,,
ENTRY,ᎠᏂᏳᏥ,ani:yu:ji,n,Yuchi.,,
,,,,,,
ENTRY,ᎠᏄᎩᏣᏍᎦ,a:hnu:gicha:sga,vt,He is hugging him.,x,
,ᏥᏯᏄᎩᏣᏍᎦ,*ji:yanu:gicha:sga,,,Francis: Metathesis,
,ᎤᏄᎩᏨᏅᎢ,u:hnu:gichv:nv̌ʔi,,,,
,ᎠᏄᎩᏣᏍᎪᎢ,a:hnu:gicha:sgóʔi,,,,
,ᎯᏯᏄᎩᏣᎦ,hi:yanu:gichaga,,,,
,ᎤᏄᎩᏣᏗ,u:hnu:gicha:hdi,,,,
note,"ᎩᎶ <u>ᎠᏆᏄᎩᏣᏗ</u> ᎠᏆᏚᎵᎭ. 
I need someone <u>to hug me</u>. ",,,,,
ENTRY,ᎠᏄᎳᏥᏴᎢ,anula:jiyvʔi,n,His rib.,,
,ᏓᏄᎳᏥᏴᎢ,danula:jiyvʔi,,,,
,ᏥᏄᎳᏥᏴᎢ,jinula:jiyvʔi,,,,
,ᏕᏥᏄᎳᏥᏴᎢ,de:jinula:jiyvʔi,,,,
,,,,,,
ENTRY,ᎠᏅᎡᎭ,anvʔe:ha,vt,He is taking it (something flexible) or it (something solid) to him.,,
,ᏥᏅᎡᎠ,ji:nvʔeʔa,,,,
,ᎤᏅᎡᎸᎢ,u:nvʔelv̌ʔi,,,,
,ᎠᏅᎡᎰᎢ,anvʔe:hóʔi,,,,
,ᎯᏅᎥᏍᏗ,hi:nvv:sdi,,,,
,ᎤᏅᎡᏗ,u:nvʔe:hdi,,,,
,,,,,,
ENTRY,ᎠᏅᏬ,a:hnvwo,n,"Cloth.;
A shirt.",,
,,,,,,
ENTRY,ᎠᏅᏱ,anv:hyi,n,March (month).,,
,,,,,,
ENTRY,ᎠᏆᎸᏂᎭ,a:kwalvʔniha,vt,He is slapping it.,,
,ᏥᏆᎸᏂᎠ,jikwalvʔniʔa,,,,
,ᎤᏆᎸᏂᎸᎢ,u:kwalvʔniʔlv̌ʔi,,,,
,ᎠᏆᎸᏂᎰᎢ,a:kwalvʔnihóʔi,,,,
,ᎯᏆᎸᏣ,hikwalvʔja,,,,
,ᎤᏆᎸᏂᏍᏗ,u:kwalvʔnisdi,,,,
,,,,,,
ENTRY,ᎠᏆᎸᏂᎭ,a:gwalvʔníha,vt,"He is spanking him.;
He is paddling him.",,
,ᏥᏯᏆᎸᏂᎠ,ji:ya:gwalvʔniʔa,,,,
,ᎤᏆᎸᏂᎸᎢ,u:gwalvʔníʔlv̌ʔi,,,,
,ᎠᏆᎸᏂᎰᎢ,a:gwalvʔníhóʔi,,,,
,ᎯᏯᏆᎸᏂᎦ,hi:ya:gwalvʔní:ga,,,,
,ᎤᏆᎸᏂᏍᏗ,u:gwalvʔnǐ:hsdi,,,,
,,,,,,
ENTRY,ᎠᏆᎾᏲᎯᎭ,akwanayóhiha,vi,He is playing cards.,,
,ᏥᏆᎾᏲᎯᎭ,jikwanayóhiha,,,,
,ᎤᏆᎾᏲᎸᎢ,u:kwanayóhlv̌ʔi,,,,
,ᎠᏆᎾᏲᎯᎰᎢ,akwanayóhihóʔi,,,,
,ᎯᏆᎾᏲᎭᎦ,hikwanayóha:ga,,,,
,ᎤᏆᎾᏲᏍᏗ,u:kwanayǒ:hsdi,,,,
,,,,,,
ENTRY,ᎠᏆᏲᎯᎭ,a:gwayo:hiha,vt,He is flipping it (something alive) with his finger.,,
,ᏥᏯᏆᏲᎢᎭ,ji:ya:gwayoʔiha,,,,
,ᎤᏆᏲᎸᎢ,u:gwayo:hlv̌ʔi,,,,
,ᎠᏆᏲᎯᎰᎢ,a:gwayo:hihóʔi,,,,
,ᎯᏯᏆᏲᎦ,hiya:gwayoʔga,,,,
,ᎤᏆᏲᏍᏗ,u:gwayo:sdi,,,,
,,,,,,
ENTRY,ᎠᏇᎷᏍᎦ,a:gwe:lu:sga,vt,He is putting a ribbon in his hair.,x,
,ᎦᏇᎷᏍᎦ,ga:gwe:lu:sga,,,,
,ᎤᏇᎷᏅᎢ,u:gwe:luhnv̌ʔi,,,,
,ᎠᏇᎷᏍᎪᎢ,a:gwe:lu:sgóʔi,,,,
,ᎭᏇᎷᎦ,ha:gwe:lu:ga,,,,
,ᎤᏇᎷᏍᏗ,u:gwe:lu:sdi,,,,
,,,,,,
ENTRY,ᎠᏇᎷᏍᏗ,agwe:hlu:sdi,n,Ribbon.,,
,,,,,,
ENTRY,ᎠᏇᏄᎩᎠ,agwenu:giʔa,vt,He is pinching him.,x,
,ᏥᏇᏄᎩᎠ,jigwenu:giʔa,,,"Francis has ""ngi"" not ""nugi"".",
,ᎤᏇᏄᎩᏒᎢ,u:gwenu:gisv̌ʔi,,,,
,ᎠᏇᏄᎩᏍᎪᎢ,agwenu:gisgóʔi,,,,
,ᎯᏇᏄᎩ,higwenu:gi,,,,
,ᎤᏇᏄᎩᏍᏗ,u:gwenu:gisdi,,,,
,,,,,,
ENTRY,ᎠᏈᏍᏙᎯ ᎦᎸᏙᏗ,aksdohi galv:do:hdi,n,Pillow case.,,
,,,,,,
ENTRY,ᎠᏈᏱᎭ,a:kwihyiha,vt,He is paying.,,
,ᎦᏈᏱᎭ,ga:gwiʔyiha,,,,
,ᎤᏈᏴᎲᎢ,u:kwihyvhv̌ʔi,,,,
,ᎠᏈᏱᏍᎪᎢ,a:kwihyisgóʔi,,,,
,ᎭᏈᏯ,ha:kwihya,,,,
,ᎤᏈᏴᏗ,u:kwihyhdi,,,,
note,"ᏗᏕᏲᎲᏍᎩ ᎧᎵᏎᏥ ᏚᏩᏎᎢ ᏧᏂᏍᏗᎩᏍᏗ. $1.25 ᏚᏈᏴᎮᎢ. ᏅᎩ ᏚᏩᏎᎢ. ᎭᎳ ᎢᎦ <u>ᏚᏈᏴᎮᎢ</u> ᏂᎦᏓ?
The teacher bought candy for eating. He paid $1.25. He bought four. How much <u>did he pay</u> for all of them?
[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎠᏈᏴᎡᎭ,a:kwihyvʔe:ha,vt,He is paying him.,,
,ᏥᏯᏈᏴᎡᎭ,ji:ya:gwiʔyvʔe:ha,,,,
,ᎤᏈᏴᎡᎸᎢ,u:kwihyvʔeʔlv̌ʔi,,,,
,ᎠᏈᏴᎡᎰᎢ,a:kwihyvʔe:hóʔi,,,,
,ᎯᏯᏈᏴᎥᎢ,hi:ya:gwiʔyvʔvʔi,,,,
,ᎤᏈᏴᎡᏗ,u:kwihyvʔe:hdi,,,,
,,,,,,
ENTRY,ᎠᏌᎧᎠ,a:hsa:kaʔa,vi,He is lightweight.,,
,ᏥᏌᎧᎠ,jiʔsa:kaʔa,,,,
,ᎤᏌᎧᎮᏍᏛᎢ,u:hsa:ka:hesdv̌ʔi,,,,
,ᎠᏌᎧᎰᎢ,a:hsa:ka:hóʔi,,,,
,ᎯᏌᎧᎮᏍᏗ,hiʔsa:ka:hesdi,,,,
,ᎤᏌᎪᏗ,u:hsa:ko:hdi,,,,
,,,,,,
ENTRY,ᎠᏌᎩᎠ,a:sahgiʔa,vi,He is emitting body gas; He is farting,x,
,ᎦᏌᎩᎠ,ga:saʔgiʔa,,,,
,ᎤᏌᎩᏒᎢ,u:sahgi:sv̌ʔi,,,,
,ᎠᏌᎩᏍᎪᎢ,a:sahgi:sgóʔi,,,,
,ᎭᏌᎩ,ha:sahgi,,,,
,ᎤᏌᎩᏍᏗ,u:sahgi:sdi,,,,
,,,,,,
ENTRY,ᎠᏌᎩᎠ,a:sagiʔa,vt,He is removing it (something solid) from a shelf.,x,
,ᏥᏌᎩᎠ,jisagiʔa,,,,
,ᎤᏌᎩᏒᎢ,u:sagi:sv̌ʔi,,,,
,ᎠᏌᎩᏍᎪᎢ,a:sagi:sgóʔi,,,,
,ᎯᏌᎩ,hisagi,,,,
,ᎤᏌᎩᏍᏗ,u:sagi:sdi,,,,
,,,,,,
ENTRY,ᎠᏌᎩᏏᏙᎠ,a:hsagi:sidoʔa,vt,He is subtracting.,,
,ᏥᏌᎩᏏᏙᎠ,jiʔsagi:sidoʔa,,,,
,ᎤᏌᎩᏏᏙᎸᎢ,u:hsagi:sidoʔlv̌ʔi,,,,
,ᎠᏌᎩᏏᏙᎰᎢ,a:hsagi:sido:hóʔi,,,,
,ᎯᏌᎩᏏᏓ,hihsagi:sida,,,,
,ᎤᏌᎩᏏᏙᎠᏍᏗ,u:hsagi:sidoʔasdi,,,,
,,,,,,
ENTRY,ᎠᏌᎲᎠ,a:hsahvʔa,vt,He is pushing it (something solid) aside.,,
,ᏥᏌᎲᎠ,jiʔsahvʔa,,,,
,ᎤᏌᎲᏒᎢ,u:hsahv:sv̌ʔi,,,,
,ᎠᏌᎲᎥᏍᎪᎢ,a:hsahvʔvsgóʔi,,,,
,ᎯᏌᎲᎾ,hiʔsahv:na,,,,
,ᎤᏌᎲᏍᏗ,u:hsahv:sdi,,,,
,,,,,,
ENTRY,ᎠᏌᎲᏍᎦ,a:hsahv́:hsga,vt,"He is putting it (something solid) up. on a raised surface, shelf",x,
,ᏥᏌᎲᏍᎦ,jiʔsahv́:hsga,,,Fixed INF,
,ᎤᏌᏅᎢ,u:hsahnv̌ʔi,,,,
,ᎠᏌᎲᏍᎪᎢ,a:hsahv́:hsgóʔi,,,,
,ᎯᏌᎲᎦ,hihsahv́ʔga,,,,
,ᎤᏐᏗ,u:hso:hdi,,,,
,,,,,,
ENTRY,ᎠᏌᎳᏓ,a:hsala:dʔa,vt,"He is raising it.;
He is lifting it.",,
,ᏥᏌᎳᏓ,jiʔsala:dʔa,,,,
,ᎤᏌᎳᏛᎢ,u:hsala:dv̌ʔi,,,,
,ᎠᏌᎳᏓᏍᎪᎢ,a:hsala:dʔsgóʔi,,,,
,ᎯᏌᎳᏓᎦ,hiʔsala:daga,,,,
,ᎤᏌᎳᏙᏗ,u:hsala:do:hdi,,,,
note,"… ᏇᎵᏲ ᎠᏴ, ᎠᎴ ᏂᎯ ᏂᏣᏁᏨᎾ ᎥᏝ ᎩᎶ <u>ᎤᏌᎳᏙᏗ</u> ᏱᎨᏎᏍᏗ ᎤᏬᏰᏂ ᎠᎴ ᎤᎳᏏᏕᏂ ᏂᎬᎾᏛ ᎢᏥᏈᏱ.
… 'I [am] Pharaoh, and without thee a man doth not <u>lift up</u> his hand and his foot in all the land of Egypt;'
[ᎼᏏ ᎢᎬᏱᏱ 41:44]",,,,,
,,,,,,
ENTRY,ᎠᏌᎳᏗᎠ,a:hsáʔldiʔa,vt,He is lifting it.,,
,ᏥᏌᎳᏗᎠ,*jiʔsáʔldiʔa,,,,
,ᎤᏌᎳᏓᏅᎢ,uʔsáʔldaʔnv̌ʔi,,,,
,ᎠᏌᎳᏗᏍᎪᎢ,aʔsáʔldisgóʔi,,,,
,ᎯᏌᎳᏗᎦ,hiʔsáʔldʔga,,,,
,ᎤᏌᎳᏙᏗ,u:hsáʔldo:di,,,,
note,"… ᎠᎴ ᎦᏙᎯ ᏧᏔᏏᏅᎯ, ᎦᎸᎳᏗ ᎢᏗᏢ <u>ᎤᏌᎳᏓᏅᎩ</u> ᎤᏬᏰᏂ,
… and upon the land, <u>did lift up</u> his hand to the heaven,
[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 10:5]",,,,,
,,,,,,
ENTRY,ᎠᏌᏂᏙᎭ,a:sani:do:ha,vt,He is adding.,,
,ᏥᏌᏂᏙᎭ,jisani:do:ha,,,,
,ᎤᏌᏂᏙᎸᎢ,u:sani:doʔlv̌ʔi,,,,
,ᎠᏌᏂᏙᎰᎢ,a:sani:do:hóʔi,,,,
,ᎯᏌᏂᏓ,hisani:da,,,,
,ᎤᏌᏂᏙᎠᏍᏗ,u:sani:doasdi,,,,
,,,,,,
ENTRY,ᎠᏌᏃ,asano,n,"A skirt.;
A dress.",,
,,,,,,
ENTRY,ᎠᏌᏆᎴᎭ,asagwáhle:ha,vt,He is rolling it.,,
,ᏥᏌᏆᎴᎭ,jisagwáhle:ha,,,,
,ᎤᏌᏆᎴᎸᎢ,u:sagwáhlelv̌ʔi,,,,
,ᎠᏌᏆᎴᎰᎢ,asagwáhle:hóʔi,,,,
,ᎯᏌᏆᎴᎦ,hisagwáhlega,,,,
,ᎤᏌᏆᎴᏍᏗ,u:sagwáhle:sdi,,,,
,,,,,,
ENTRY,ᎠᏌᏆᎴᎵ,asagwale:hli,vi,He is rolling along.,,
,ᏥᏌᏆᎴᎵ,jisʔagwale:hli,,,,
,ᎤᏌᏆᎴᎴᏒᎢ,u:sagwale:hlesv̌ʔi,,,,
,ᎠᏌᏆᎴᎵᏐᎢ,asagwale:hli:sóʔi,,,,
,ᎯᏌᏆᎴᎷᎦ,hisagwale:hluʔga,,,,
,ᎤᏌᏆᎴᎸᏍᏗ,u:sagwale:hlvsdi,,,,
,,,,,,
ENTRY,ᎠᏌᏆᎴᏍᎦ,a:sagwale:sga,vt,He is rolling it around.,x,
,ᏥᏌᏆᎴᏍᎦ,jisagwale:sga,,,,
,ᎤᏌᏆᎴᎸᎢ,u:sagwale:hlv̌ʔi,,,,
,ᎠᏌᏆᎴᏍᎪᎢ,a:sagwale:sgóʔi,,,,
,ᎯᏌᏆᎴᎦ,hisagwale:ga,,,,
,ᎤᏌᏆᎴᏗ,u:sagwa:hldi,,,,
,,,,,,
ENTRY,ᎠᏌᏗᎠ,a:hsá:diʔa,vt,He is putting it (something long) up.,,
,ᏥᏌᏗᎠ,jiʔsá:diʔa,,,,
,ᎤᏌᏛᎢ,u:hsá:dʔv̌ʔi,,,,
,ᎠᏌᏗᏍᎪᎢ,a:hsá:disgóʔi,,,,
,ᎯᏌᏓ,hihsá:da,,,,
,ᎤᏌᏗᏍᏗ,u:sá:disdi,,,,
,,,,,,
ENTRY,ᎠᏌᏙᎥᏗᎭ,a:hsadoʔvdiha,vt,He is knocking over a stack of objects.,,
,ᏥᏌᏙᎥᏗᎭ,jiʔsadoʔvdiha,,,,
,ᎤᏌᏙᎥᏔᏅᎢ,u:hsadoʔvtanv̌ʔi,,,,
,ᎠᏌᏙᎥᏗᏍᎪᎢ,a:hsadoʔvdisgóʔi,,,,
,ᎯᏌᏙᎥᏓ,hihsadoʔvda,,,,
,ᎤᏌᏙᎥᏙᏗ,u:hsadoʔvdo:di,,,,
,,,,,,
ENTRY,ᎠᏌᏙᏯᏍᎦ,asadóyhsga,vt,He is pushing it.,,
,ᏥᏌᏙᏯᏍᎦ,*jisʔadóyhsga,,,,
,ᎤᏌᏙᏯᎲᎢ,u:sadóyhv̌ʔi,,,,
,ᎠᏌᏙᏯᏍᎪᎢ,asadóyhsgóʔi,,,,
,ᎯᏌᏙᏯᎭ,hisadóyha,,,,
,ᎤᏌᏙᏯᏍᏗ,u:sadóyhsdi,,,,
,,,,,,
ENTRY,ᎠᏌᏛᎥᏍᎦ,a:hsadvʔvhsga,vt,"He is trapping.;
He is setting a trap.",x,Added back /h/ and /ʔ/ to 1st pers sing (alternation). 
,ᏥᏌᏛᎥᏍᎦ,jiʔsadvʔvhsga,,,,
,ᎤᏌᏛᏅᎢ,u:hsadv:hnv̌ʔi,,,,
,ᎠᏌᏛᎥᏍᎪᎢ,a:hsadvʔvhsgóʔi,,,,
,ᎯᏌᏛᎥᎦ,hihsadvʔvʔga,,,,
,ᎤᏌᏛᏗ,u:sadv:hdi,,,,
note,"ᎾᏍᎩ ᎯᎠ ᏄᏂᏪᏒᎩ <u>ᎠᏂᏌᏛᎥᏍᎬᎩ</u> …
and this they said, <u>trying him</u> …
[ᏣᏂ 8:6]",,,,,
,,,,,,
ENTRY,ᎠᏍᎦᎢᎭ,a:sgaʔiha,vt,He is afraid of.,,
,ᏥᏍᎦᎢᎭ,jisgaʔiha,,,,
,ᎤᏍᎦᎸᎢ,u:sgaʔlv̌ʔi,,,,
,ᎠᏍᎦᎢᎰᎢ,a:sgaʔihóʔi,,,,
,ᎯᏍᎦᏯ,hisgaya,,,,
,ᎤᏍᎦᏍᏗ,u:sgasdi,,,,
note,"ᎠᎴ ᎠᎵ ᎬᏩᎰᏅᎯ ᎦᏙᎪᎢ, ᎠᎴ ᎤᏪᎾᏫᏍᎪ <u>ᎠᏍᎦᎢᎲᎢ</u>.
Here therefore he sweat and did quake <u>for fear</u>.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᎦᎵᎦ,a:sgáhlga,vt,He is biting it.,,
,ᏥᏍᎦᎵᎦ,jisgáhlga,,,,
,ᎤᏍᎦᎵᏨᎢ,u:sgáhljv̌ʔi,,,,
,ᎠᏍᎦᎵᎪᎢ,a:sgáhlgóʔi,,,,
,ᎯᏍᎦᎳ,hisgáhla,,,,
,ᎤᏍᎦᎵᏍᏗ,u:sgáhlsdi,,,,
,,,,,,
ENTRY,ᎠᏍᎦᏃᎳ,a:sgano:la,vi,He is slow.,,
,ᏥᏍᎦᏃᎳ,jisgano:la,,,,
,ᎤᏍᎦᏃᎳᏛᎢ,u:sgano:ladv̌ʔi,,,,
,ᎠᏍᎦᏃᎶᎢ,a:sgano:lóʔi,,,,
,ᎯᏍᎦᏃᎴᏍᏗ,hisgano:le:sdi,,,,
,ᎤᏍᎦᏃᎳᏗᏍᏗ,u:sgano:ladisdi,,,,
,,,,,,
ENTRY,ᎠᏍᎦᏅᎦ,a:sganv:ga,vi,He is misbehaving.,,
,ᏥᏍᎦᏅᎦ,jisganv:ga,,,,
,ᎤᏍᎦᏅᏨᎢ,u:sganvʔjv̌ʔi,,,,
,ᎠᏍᎦᏅᎪᎢ,a:sganv:góʔi,,,,
,ᎯᏍᎦᏅᎩ,hisganvʔgi,,,,
,ᎤᏍᎦᏅᎢᏍᏗ,u:sganvʔisdi,,,,
note,"ᏰᎵᏉᏍᎪᏃᏅ <u>ᎠᎩᏍᎦᏅᏨ</u> ᎦᏴᎩᏙᎵᏍᏗ?
But may <u>my sin</u> be forgiven?
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᎦᏯ,asga:ya,n,Man.,,
,ᏥᏍᎦᏯ,jisga:ya,,,,
note,"ᎯᎠᏃ ᏄᏪᏒ <u>ᎠᏍᎦᏯ</u>.
The <u>Man</u> answered.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᎩᎸᎥᏍᎦ,asgilvʔv:sga,vt,He is sitting (on something).,x,
,ᎦᏍᎩᎸᎥᏍᎦ,gasgilvʔv:sga,,,,
,ᎤᏍᎩᎸᏅᎢ,u:sgilvʔnv̌ʔi,,,,
,ᎠᏍᎩᎸᎥᏍᎪᎢ,asgilvʔv:sgóʔi,,,,
,ᎭᏍᎩᎸᎥᎦ,hasgilvʔv:ga,,,,
