,SYLLABARY,PRONUNCIATION,POS,DEFINITIONS,HFRANCIS LIST VERIFIED,TLW Notes
ENTRY,ᏕᎫᏣᎾᎩᎠ,degutsạngị³ʔa,vi,He is stretching.,x,
,ᏕᎫᏣᎾᎩᎠ,degutsạngị³ʔa,,,Forms do not match.,
,ᏚᏭᏣᎾᎩᏒᎢ,duwutsạngị³sv²³ʔi,,,"Francis has an ""ʔis"" where we have ""ʔts"".",Double checked. Francis misread. 
,ᏕᎫᏣᎾᎩᏍᎪᎢ,degutsạngị³sgo³ʔi,,,,
,ᏚᏣᎾᎩ,tutsạngi,,,,
,ᏧᏭᏣᎾᎩᏍᏗ,tsuwutsạngị³sdi,,,,
,,,,,,
ENTRY,ᏕᎬᎾᎦᎳᏬᎠ,degvnạgạlạwoʔa,vt,He is pruning a tree.,x,"RRD degvnagalawooa > degvnagalawkwoa
cf King pp. 221, 262 has V.NAKALAWQO"
,ᏕᎬᎾᎦᎳᏬᎠ,degvnạgạlạwoʔa,,,Fixed Ꮹ=>Ꮾ,$$$
,ᏚᏮᎾᎦᎳᏬᎥᎢ,duwvnạgạlạwoʔv²³ʔi,,,Fixed double up ᏬᎣ.,
,ᏕᎬᎾᎦᎳᏬᏍᎪᎢ,degvnạgạlạwosgo³ʔi,,,,
,ᏛᎾᎦᎳᏬᏣ,tvnạgạlạwotsa,,,,
,ᏧᏮᎾᎦᎳᏬᏍᏗ,tsuwvnạgạlạwosdi,,,,
,,,,,,
ENTRY,ᏕᎬᏍᎦ,degvhsga,vt,He is putting it (something flexible) into a liquid.,,
,ᏕᎬᏍᎦ,degṿʔhsga,,,,
,ᏚᏩᏅᎢ,duwahʔnv²³ʔi,,,,
,ᏕᎬᏍᎪᎢ,degvhsgo³ʔi,,,,
,ᏛᎲᎦ,tvhvʔga,,,,
,ᏧᏩᏗ,tsuwahdi,,,,
,,,,,,
ENTRY,ᏕᎬᏗᏰᎠ,degvdi³yẹʔa,vt,He is washing dishes.,x,
,ᏕᎬᏗᏰᎠ,degvdi³yẹʔa,,,Ꮹ => Ꮾ,$$$
,ᏚᏮᏗᏰᎥᎢ,duwvdi³yẹʔv²³ʔi,,,,
,ᏕᎬᏗᏰᏍᎪᎢ,degvdi³yẹsgo³ʔi,,,,
,ᏛᏗᏯ,tvdi³ya,,,,
,ᏧᏮᏗᏰᏗ,tsuwvdi³yedi,,,,
,,,,,,
ENTRY,ᏕᎬᏣᎳᏍᎦ,degvchạlah³sga,vt,He is frying meat.,x,
,ᏕᎬᏣᎳᏍᎦ,degvtsạlah³sga,,,Ꮹ => Ꮾ,$$$
,ᏚᏮᏣᎳᏅᎢ,duwvchạlạ³nv²³ʔi,,,,
,ᏕᎬᏣᎳᏍᎪᎢ,degvchạlah³sgo³ʔi,,,,
,ᏛᏣᎳᎦ,tvchạla³ga,,,,
,ᏧᏮᏣᎳᏗ,tsuwvchạldi,,,,
,,,,,,
ENTRY,ᏕᎷᎨ,dehlụge,adj,Purple.,,
,,,,,,
ENTRY,ᏕᎷᏱ,dehluyi,n,June.,,
,,,,,,
ENTRY,ᏕᏣᎵᏗᎿᎢ,detsahldihnạʔi,n,Your family.,,
,,,,,,
ENTRY,ᏕᏩ,dewa,n,"Flying squirrel.;
biol. <em>Glaucomys volans.</em>",,
,,,,,,
ENTRY,ᏖᎸᎳᏗ,tẹlṿ³ladi,n,"Fox grapes.;
Wild grapes.;
biol. <em>Vitis labrusca.</em>",,
note,"… ᎠᎴ ᎠᏥᎸᏍᎬᎩ; ᎠᎴ <u>ᏖᎸᎳᏗ</u> ᎤᏅᎾᏏᏛ ᎤᎾᏓᏛᏅᎩ;
… gone up hath its blossom, its clusters have ripened <u>grapes</u>;
[ᎼᏏ ᎢᎬᏱᏱ 40:10]",,,,,
,,,,,,
ENTRY,ᏗᎤᏓᏍᎦ,dịʔụdasga,n,A bush.,,
,,,,,,
ENTRY,ᏗᎦᎦᎸᏅᎯᏓ,dịgaʔgạlvnṿhida,n,"Weeping willow.;
biol. <em>Salix babylonica.</em>",,
,,,,,,
ENTRY,ᏗᎦᎦᏛᎾᎯᏛ,dịgagdṿnạhidv,n,"Sharp-shinned hawk.;
Long tailed sharp-shinned hawk.;
biol. <em>Accipiter striatus.</em>",,
,,,,,,
ENTRY,ᏗᎦᎳᏫᎢᏍᏗ,dịgạlawịʔịsdi,n,Meeting.,,
,,,,,,
ENTRY,ᏗᎦᎳᏫᎢᏍᏗ,dịgạlawịʔịsdi,n,"Church.;
Council house.",,
,,,,,,
ENTRY,ᏗᎦᎸᏌᏓᏗᏍᏗᏍᎩ,dịgạlṿsạdạdịsdịhsgi,n,Movie projector.,,"RRD digalvsadadisdihisgi > digalvsadadisdihsgi
King p. 210 has TIKALVHSATATIHSTIHSKI not TIKALVHSATATIHSTIHISKI  CK"
,,,,,,
ENTRY,ᏗᎦᎸᏫᏍᏓᏁᏗ,dịgạlvhwịsdạndi,n,"A place of work.;
A business.",,
,,,,,,
ENTRY,ᏗᎦᏅᏐᏍᏙᏗ,dịgạnṿsọsdohdi,n,Brake (on a vehicle).,,
,,,,,,
ENTRY,ᏗᎦᏘ,dikti,n,Shepherd.,,
,,,,,,
ENTRY,ᏗᎦᏚᎲᏱ,dịgadụhvʔy,n,Town at a distance.,,
,,,,,,
ENTRY,ᏗᎧᏃᎩᏍᏙᏗ,dịkạnọgisdohdi,n,Hymn book.,,
,,,,,,
ENTRY,ᏗᎨᏛᏍᏗ,dịgedvsdi,n,Post.,,
,,,,,,
ENTRY,ᏗᎩᏥ,dịgịtsi,n,"Tadpole.;
Pollywog.",,
,,,,,,
ENTRY,ᏗᎪᏓᎳᏗ,dịkodạldi,n,Pepper (black).,,
,,,,,,
ENTRY,ᏗᎪᏪᎵᏍᎩ,dịgohwelisgi,n,Writer.,,
note,"ᎩᎶᏃ ᎢᏳᏍᏗ <u>ᏗᎪᏪᎵᏍᎩ</u> ᎤᎷᏤᎢ, ᎯᎠ ᏄᏪᏎᎴᎢ; ᏔᏕᏲᎲᏍᎩ ᏓᎬᏍᏓᏩᏗᏙᎵ ᏂᎦᎥ ᎮᏙᎲᎢ.
and a certain <u>scribe</u> having come, said to him, ‘Teacher, I will follow thee wherever thou mayest go;’
[ᎹᏚ 8:19]",,,,,
,,,,,,
ENTRY,ᏗᎪᏪᎶᏗ,dịgohweloʔdi,n,"Pencil.;
Pen.",,
,,,,,,
ENTRY,ᏗᎫᏣᎾᎩᏍᏗ,dịgutsạnạgisdi,n,Accordian.,,
,,,,,,
ENTRY,ᏗᎬᎩᎣᏍᎩ,dịgkiʔosgi,n,Washing machine.,,
,,,,,,
ENTRY,ᏗᎬᎴᏲᏍᏗ,dịgṿleyọsdi,n,Patchwork (for quilt).,,
,,,,,,
ENTRY,ᏗᎬᏂᎨᎢ,dịgṿnịgẹʔi,n,"Black oak.;
biol. <em>Quercus velutina.</em>",,
,,,,,,
ENTRY,ᏗᎳᎦᎵᏍᎩ ᎡᏆ,dịlagạlịsgị egwa,n,"White willow.;
biol. <em>Salix alba.</em>",,
,,,,,,
ENTRY,ᏗᎳᎦᎵᏍᎩ ᎤᏍᏗ,dịlagạlịsgị usdi,n,"Mountain willow.;
biol. <em>Salix eastwoodiae.</em>",,
,,,,,,
ENTRY,ᏗᎳᏍᎦᎵᏗ,dihlsgahldi,n,Ball sticks.,,
,,,,,,
ENTRY,ᏗᎴᏆ,dịlegwa,n,"Kingbird.;
Eastern kingbird.;
biol. <em>Tyrannus tyrannus.</em>",,
,,,,,,
ENTRY,ᏗᎴᏰᏑᎶ,dileyesụʔlo,n,Gloves.,,
,,,,,,
ENTRY,ᏗᎵ,dili,n,"Skunk.;
Striped skunk.;
biol. <em>Mephitis mephitis.</em>",,
note,"ᎪᎱᏍᏗ ᎦᏁᎯ. ᎭᏑᏯᎩ. ᏫᎦᎯᏁᎥᏏ: Ꭰ) ᎧᏫ, Ꭱ) ᏌᎶᎵ, Ꭲ) <u>ᏗᎵ</u>.
He is holding something. Choose it. Hand him: a) Coffee, b) Squirrels, c) <u>Skunks</u>.
[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᏗᎵᎦᎵᏍᎩ,dilịgạlịsgi,n,"Pussywillow.;
American willow.;
biol. <em>Salix discolor.</em>",,
,,,,,,
ENTRY,ᏗᎵᏃᎮᏗ,dihlịnọhehdi,n,Telephone.,,
,,,,,,
ENTRY,ᏗᎵᏍᏙᏗ,dihlsdohdi,n,Scissors.,,
,,,,,,
ENTRY,ᏗᎵᏔᏬᏍᏙᏗ,dihltạwosdodi,n,Comb.,,
,,,,,,
ENTRY,ᏗᎾᎵᏅᏥ,dịnahlịnvtsi,n,"His brother (male ego).;
They are brothers.",,
,ᎣᏍᏓᎵᏅᏥ,ọsdahlịnvtsi,,,,
,,,,,,
ENTRY,ᏗᎾᏓᏍᏓᏍᎩ,dihndasdasgi,n,"Blue violet.;
biol. <em>Viola sororia.</em>",,
,,,,,,
ENTRY,ᏗᎾᏓᏍᏓᏍᎩ ᎤᏂᏁᎦ,dihndasdasgị ụnịnega,n,"White violet.;
Sweet white violet.;
biol. <em>Viola blanda.</em>",,
,,,,,,
ENTRY,ᏗᎾᏛᏁᎵᏍᎬᎢ,dinạdvnelịsgvʔi,n,"Festival.;
Show.;
Drama.",,
,,,,,,
ENTRY,ᏗᏂᎶᏫ,dịnihlọwi,n,Twins.,,
,,,,,,
ENTRY,ᏗᏅᏬᏍᏙᏗ,dihnṿwo³sdohdi,n,Bed clothes.,,
,,,,,,
ENTRY,ᏗᏅᏬ ᏗᎧᏲᏗᏍᎩ,dihnṿwọ dịkahyọdịhsgi,n,Clothes dryer.,,
,,,,,,
ENTRY,ᏗᏎᏍᏗ,dịsesdi,n,Numbers.,,
,,,,,,
ENTRY,ᏗᏓᎾᏏᏁᎩ,dịdansịnegi,n,Sled.,,
,,,,,,
ENTRY,ᏗᏓᎾᏫᏓ,dịdanạwida,n,Cross.,,
,,,,,,
ENTRY,ᏗᏓᏂᏐᏗᏳ,dịdanịsodịyu,n,Cemetary.,,
,,,,,,
ENTRY,ᏗᏓᏂᏐᏗᏳ,dịdạnịsohdịyu,n,Cemetary.,,
,,,,,,
ENTRY,ᏗᏓᏂᏥᏍᎩ,dịdahnịtsịsgi,n,Policeman.,,
,,,,,,
ENTRY,ᏗᏓᏅᎢ,dịdanvʔi,n,Store at a distance.,,
,,,,,,
ENTRY,ᏗᏓᏅᏬᏙᏗ,didahnṿwohdohdi,n,Treatment (medical).,,
,,,,,,
ENTRY,ᏗᏓᏍᏙᏰᏍᎩ,dịdạsdọyẹsgi,n,Barber.,,
,,,,,,
ENTRY,ᏗᏓᏍᏚᏗᏳ,dịdạsdudịyu,n,Jail.,,
,,,,,,
ENTRY,ᏗᏓᏥᎶᏍᏗᏍᎩ,dịdạtsilosdisgi,n,"Camera.;
Photographer.",,
,,,,,,
ENTRY,ᏗᏓᏬᏍᎩ,dịdạwosgi,n,Baptist.,,
note,"ᎾᎯᏳ ᎤᎷᏤ ᏣᏂ <u>ᏗᏓᏬᏍᎩ</u> ᎠᎵᏥᏙᎲᏍᎨ ᎢᎾᎨ ᏧᏗᏱ,
And in those days cometh John the <u>Baptist</u>, proclaiming in the wilderness of Judea,
[ᎹᏚ 3:1]",,,,,
,,,,,,
ENTRY,ᏗᏕᎶᏆᏍᎩ,didẹlogwasgi,n,"Student.;
Disciple.",,
note,"<u>ᏗᏕᎶᏆᏍᎩ</u> ᎥᏝ ᎤᏟ ᏱᎾᏥᎸᏉᏙᎢ ᎡᏍᎦᏉ ᏧᏪᏲᎲᏍᎩ, ᎠᎴ ᎠᏥᏅᏏᏓᏍᏗ ᎥᏝ ᎤᏟ ᏱᎾᏥᎸᏉᏙᎢ ᏒᏍᎦᏉ ᎤᏅᏏᏙᎯ.
‘<u>A disciple</u> is not above the teacher, nor a servant above his lord;
[ᎹᏚ 10:24]",,,,,
,,,,,,
ENTRY,ᏗᏕᎶᏆᏍᏗ,didẹlkwạsdi,n,School.,,
,,,,,,
ENTRY,ᏗᏕᏍᏗᏓᏁᏆ,dịdesdịdạnegwa,n,Castor oil beans.,,
,,,,,,
ENTRY,ᏗᏕᏲᎲᏍᎩ,didehyọhṿsgi,n,Teacher.,,
note,"… ᎦᏙᏃ <u>ᏗᏤᏲᎲᏍᎩ</u> ᎠᏕᎸ ᎠᏂᎩᏏᏙᎯ ᎠᎴ ᎠᏂᏍᎦᎾ ᎢᏧᎳᎭ ᎢᎠᎾᎵᏍᏓᏴᎲᏍᎦ?
… ‘Wherefore with the tax-gatherers and sinners doth <u>your teacher</u> eat?’
[ᎹᏚ 9:11]",,,,,
,,,,,,
ENTRY,ᏗᏖᏍᏗ,dịtẹsdi,n,Iron (to iron clothes with).,,
,,,,,,
ENTRY,ᏗᏘᏲᎯᎯ,dịtịyohịhi,n,Lawyer.,,
,,,,,,
ENTRY,ᏗᏙᎴᏍᎩ,dịdolesgi,n,"Arthritis.;
Rheumatism.",,
,,,,,,
ENTRY,ᏗᏥᎶᏍᏓᏅᎯ,dịtsịlọsdạnvhi,n,"Picture.;
Photograph.",,
,,,,,,
ENTRY,ᏗᏪᏓᎶᎯ,dịwedạlohi,n,"White-breasted nuthatch.;
biol. <em>Sitta carolinensis.</em>",,
,,,,,,
ENTRY,ᏗᏴᎩᏍᏗ,dihyvgịsdi,n,Banjo.,,
,,,,,,
ENTRY,ᏗᏯᏙᎳᏛᏗ,dihyạdolạdvdi,n,Curtains.,,"King p. 211, TIYHTOLTV.TI  ""curtains"" is missing from RRD.  CK.  Added - TLW"
,,,,,,
ENTRY,ᏘᎵ,tili,n,"Chestnut.;
American chestnut.;
biol. <em>Castanea dentata.</em>",,
,,,,,,
ENTRY,ᏘᎵ ᎠᏑᏱ ᎦᏚ,tịlị ạsuyị gadu,n,Chestnut bread.,,
,,,,,,
ENTRY,ᏘᎾ,tina,n,"Lice.;
biol. <em>Family Aphididae.</em>",,
note,"“ᎨᎾ ᏎᎦ <u>ᏘᎾ</u> ᏗᎬᎢᏏ”.
“Come here awhile, let me kill the <u>lice</u>”.
[King pg 121]",,,,,
,,,,,,
ENTRY,ᏙᎢᏳᏍᏗ,doʔiyụhsdi,pt,What.,,
,,,,,,
ENTRY,ᏙᎦᏏ,dogsi,n,"Muscovy duck.;
biol. <em>Cairina moschata.</em>",,
,,,,,,
ENTRY,ᏙᎩᏯᏍᏗ,togịyasdi,n,"Asheville, N.C.",,
,,,,,,
ENTRY,ᏙᎯᏥᏆ,tohịtsgwa,n,"Grasshopper.;
biol. <em>Order Orthoptera.</em>",,
,,,,,,
ENTRY,ᏙᎳᏗᏳᏍᏗ,tohldịyụsdi,n,"Spiny amaranth.;
biol. <em>Amaranthus spinosus.</em>",,
,,,,,,
ENTRY,ᏙᎳᏥ,dolạtsi,n,"Water oak.;
biol. <em>Quercus nigra.</em>",,
,,,,,,
ENTRY,ᏙᎳᏥ,tolạtsi,n,"Grasshopper.;
biol. <em>Order Orthoptera.</em>",,
,,,,,,
ENTRY,ᏙᎴᏓ,toleda,n; gn,"Burlap sack.;
Bear nettle.",,
,,,,,,
ENTRY,ᏙᏂ,doʔni,pt,Why.,,
,,,,,,
ENTRY,ᏙᏌ,dọsa,n,"Gnats.;
biol. <em>Simulium meridionale.</em>",,
note,"“<u>ᏙᏌ</u> ᎤᏂᏣᏔ” ᎠᏗᏍᎨᎢ ᎦᎾ ᎬᏩᏂᎮᎢ.
“Lots of <u>gnats</u>”, she was saying as she was being hit by the bullets.
[King pg 121]",,,,,
,,,,,,
ENTRY,ᏙᏌᎾ,dọsạna,n,"Turnip.;
biol. <em>Brassica rapa.</em>",,
,,,,,,
ENTRY,ᏙᏒᎾ ᎢᎾᎨ ᎡᎯ,dosṿnạ ịnạge ẹhi,n,"Jack-in-the-pulpit.;
Wild turnip.;
biol. <em>Arisaema triphyllum.</em>",,
,,,,,,
ENTRY,ᏙᏒᏓᎵ,dosṿdali,n,Ant.,,
,,,,,,
ENTRY,ᏙᏓᏆᏍᎬᎢ,dodạgwasgvʔi,n,Sunday.,,
,,,,,,
ENTRY,ᏙᏓᏈᏕᏂ,dọdạgwịdeni,n,Saturday.,,
,,,,,,
ENTRY,ᏙᏓᏉᏅᎯ,dodạgwonṿhi,n,Monday.,,
,,,,,,
ENTRY,ᏙᏗ,dodi,pt,Maybe.,,
,,,,,,
ENTRY,ᏙᏗ ᎢᏳᏍᏗ,dodi iyụsdi,pt,What can it be.,,
,,,,,,
ENTRY,ᏙᏥ,doʔtsi,n,"White pine.;
biol. <em>Pinus Strobus L.</em>",,
,,,,,,
ENTRY,ᏙᏧᏩ,totsuwa,n,"Red bird.;
Cardinal.;
biol. <em>Cardinalis cardinalis.</em>",,
,,,,,,
ENTRY,ᏙᏯ,doya,n,"Beaver.;
biol. <em>Castor canadensis.</em>",,
,,,,,,
ENTRY,ᏙᏱ,doyi,pt,Outside.,,
note,"ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ, ᎾᏍᎩ [ᎠᎨᏴ] ᎿᏉ ᎤᏙᎴᎰᏒ ᎤᏂᏴ ᎤᏄᏬ ᎤᏒᎦᎸᎢ, ᎠᎴ <u>ᏙᏱ</u> ᏮᏗᏢᏍᏔᏅᎢ,
And it cometh to pass when she seeth that he hath left his garment in her hand, and fleeth <u>without</u>,
[ᎼᏏ ᎢᎬᏱᏱ 39:13]",,,,,
,,,,,,
ENTRY,ᏙᏱᏨ,dọyitsv,pt,Outside of.,,
,,,,,,
ENTRY,ᏙᏱᏨᎯ ᎠᏲᏓᏒᎢ,doyitsṿhị ạyọdạsṿʔi,n,Porch.,,
,,,,,,
ENTRY,ᏙᏳᏂᏏ,doyụnisi,n,"Water beetle.;
Mellow bug.;
biol. <em>Gyrinus spp.</em>",,
,,,,,,
ENTRY,ᏚᎵᎢᏍᏗ,dụlịʔisdi,n,September.,,
,,,,,,
ENTRY,ᏚᎵᏍᏆᎵᏒᎯᎠ,dulsgwạlị³sṿhia,vi,"He is broke.;
He is bankrupt.",,
,ᏓᏆᎵᏍᏆᎵᏒᎢᎠ,da¹gwalsgwạlị³sṿʔia,,,,
,ᏚᎵᏍᏆᎵᏒᏒᎢ,dulsgwạlị³svsv²³ʔi,,,,
,ᏚᎵᏍᏆᎵᏒᏍᎪᎢ,dulsgwạlị³sṿsgo³ʔi,,,,
,ᏗᏣᎵᏍᏆᎵᏒᎠᎦ,dịtsalsgwạlị³sṿaga,,,,
,ᏧᎵᏍᏆᎵᏒᏍᏗ,tsulsgwạlị³svsdi,,,,
,,,,,,
ENTRY,ᏚᎵᏗᎾᎥᎢ,duldinaʔṿʔi,n,His family.,,
,ᏓᏆᎵᏗᎾᎥᎢ,dạgwạldinaʔṿʔi,,,,
,,,,,,
ENTRY,ᏚᎵᏘᎿᎠ,dultihnạʔa,vi,He has a family.,,
,ᏓᏆᎵᏗᎿᎠ,da¹gwaldʔihnạʔa,,,,
,ᏚᎵᏘᏅᏅᎢ,dultihnvnv²³ʔi,,,,
,ᏚᎵᏘᎿᎣᎢ,dultihnạʔo³ʔi,,,,
,-,,,,,
,ᏧᎵᏘᏅᏗ,tsultihnvʔdi,,,,
,,,,,,
ENTRY,ᏓᏳᎶᏒᎯ,dayulo³svhi,vi,He is from …. (place name),Not in HF,"Also appears in 13 moons fwiw as ᏓᏳᎶᏒ, ᏓᏳᏂᎶᏒ, and I've seen it from a Kituwah school document this way. It also appears in the CNT in various forms, often starting with Ꮕ or Ꮒ. "
,ᏛᎩᎶᏒᎯ,dv¹gịlo³sṿhi,,,,Verified from King -losv-
,ᏓᏳᎶᎡᏍᏛᎢ,dayulo³ʔesdv²³ʔi,,,,***not sure about this one
,ᏓᏳᎶᏒᎯ,dayulo³svhi,,,,
,ᏓᏣᎶᎯ,datsạlo³hi,,,,
,ᏓᏳᎶᎯᏍᏗ,dayulo³hịsdi,,,,
,,,,,,
ENTRY,ᏚᎸᏫᏍᏓᏁᎭ,duhlṿwisdạʔneha,vi,"He is working.;
He is laboring.",,
,ᏓᎩᎸᏫᏍᏓᏁᎭ,da¹gịlṿʔwisdạʔneha,,,,
,ᏚᎸᏫᏍᏓᏁᎸᎢ,duhlṿwisdạʔnẹlv²³ʔi,,,,
,ᏚᎸᏫᏍᏓᏁᎰᎢ,duhlṿwisdạʔneho³ʔi,,,,
,ᏗᏣᎸᏫᏍᏓᏏ,dịtsahlṿwisdạsi,,,,
,ᏧᎸᏫᏍᏓᏁᏗ,tsuhlṿwisdạʔnhdi,,,,
note,"ᏗᏇᏅᏒᏃ <u>ᏗᎩᎸᏫᏍᏓᏁᏗ</u> ᏃᎴ ᎠᏆᏙᏪᏐᎸᏍᏙᏗ.
“I want <u>to work</u> and rest at home.”
[King pg 116]",,,,,
,,,,,,
ENTRY,ᏚᏂᏅᏗ,dụninṿdi,n,October.,,
,,,,,,
ENTRY,ᏚᏃᎸᏓᏂ,dụnọlvdạni,n,January.,,
,,,,,,
ENTRY,ᏚᏇᏍᏗ,tugwẹsdi,n,Blow gun.,,
,,,,,,
ENTRY,ᏚᏐᎦ ᏨᏁᏆ,dụsog tsṿnegwa,n,"Rhododendron.;
biol. <em>Rhododendron ferrugineum L.</em>",,
,,,,,,
ENTRY,ᏚᏍᏚ,dusdu,n,"Spring frog.;
biol. <em>Pseudacris Sp.</em>",,"King p. 215, TU.STU  ""spring frog"" is missing from RRD?  CK.  Added. TLW"
,,,,,,
ENTRY,ᏚᏘ,tuti,n,"Dark-eyed junco.;
Snowbird.;
biol. <em>Junco hyemalis.</em>",,
,,,,,,
ENTRY,ᏚᏘᏱ,tutiyi,n,Snowbird Community.,,
,,,,,,
ENTRY,ᏚᏙᎨᎯᏙᎭ,dudogehidoha,vi,He is stumbling.,,
,ᏓᏆᏙᎨᎢᏙᎭ,da¹gwạdogẹʔidoha,,,,
,ᏚᏙᎨᎯᏙᎸᎢ,dudogehidọʔlv²³ʔi,,,,
,ᏚᏙᎨᎯᏙᎰᎢ,dudogehidoho³ʔi,,,,
,ᏗᏣᏙᎨᎯᏓ,dịtsadogehida,,,,
,ᏧᏙᎨᎯᏓᏍᏗ,tsudogehidạsdi,,,,
,,,,,,
ENTRY,ᏚᏪᎧ,dụweka,n,"Salamander.;
North American newt.;
biol. <em>Notophthalmus spp.</em>",,
,,,,,,
ENTRY,ᏚᏫᏍᎦᎵ,dụwịsgạli,n,"Flint.;
Arrowheads.",,
,,,,,,
ENTRY,ᏚᏬᎵ,dụwohli,n,"Mushroom.;
Cork.;
Stopper.",,
,,,,,,
ENTRY,ᏚᏯ,duya,n,"Chestnut-sided warbler.;
biol. <em>Setophaga pensylvanica.</em>",,
,,,,,,
ENTRY,ᏚᏯ,tụya,n,"Beans.;
biol. <em>All Varieties.</em>",,
note,"ᏎᎷ ᏃᎴ <u>ᏚᏯ</u> ᎨᎬᏂᏍᏓᏁ ᏗᏂᏲᎵ ᎡᏥᏂ.
Rachel is cooking <u>beans</u> and corn for the children.
[King pg 115]",,,,,
,,,,,,
ENTRY,ᏚᏯ ᎠᏂᎳᏗᏍᎩ,tụyạ ạnilạdisgi,n,Peanuts.,,
,,,,,,
ENTRY,ᏚᏯ ᎠᏑᏱ ᎦᏚ,tuyạ ạsuyị gadu,n,Bean bread.,,
,,,,,,
ENTRY,ᏚᏯ ᎢᎾᎨᎢ,tuyạ ịnạgeʔi,n,"Hog-peanut.;
Ground bean.;
Literally: {|Wild bean|}.;
biol. <em>Amphicarpaea bracteata.</em>",,
,,,,,,
ENTRY,ᏚᏯᏁᏆ,tuyạnegwa,n,"Lima bean.;
Butter bean.;
biol. <em>Phaseolus lunatus.</em>",,
,,,,,,
ENTRY,ᏚᏯᏍᏗ,dụyạsdi,n,"Jack-in-the-pulpit.;
Wild turnip.;
biol. <em>Arisaema triphyllum.</em>",,
,,,,,,
ENTRY,ᏚᏳᎦᏔ,dụyukta,adj,"Proper.;
Correct.;
Just.",,
,,,,,,
ENTRY,ᏚᏴᏍᏙᏯᏍᎦ,du¹ysdọ³yhsga,vi,He is sneezing.,x,
,ᏓᎩᏴᏍᏙᏯᏍᎦ,da¹gi¹ʔysdọ³yhsga,,,,
,ᏚᏴᏍᏙᏴᎢ,du¹ysdọ³yhv²³ʔi,,,,
,ᏚᏴᏍᏙᏯᏍᎪᎢ,du¹ysdọ³yhsgo³ʔi,,,,
,ᏗᏣᏴᏍᏙᏯᏣ,dịtsa¹ysdọ³ytsa,,,,
,ᏧᏴᏍᏙᏯᏍᏗ,tsu¹ysdọ³yhsdi,,,,
,,,,,,
ENTRY,ᏛᎧ,dṿka,n,"Housefly.;
biol. <em>Musca domestica.</em>",,
,,,,,,
ENTRY,ᏛᎬᎾ,dṿgvna,n,"Oyster.;
Acne.",,
,,,,,,
ENTRY,ᏛᏁᏈᏳᏍᏗ ᎠᎿᏬ,tṿnegwịyụsdị ahnạwo,n,Velvet.,,
,,,,,,
ENTRY,ᏛᏐᏨᏤᎭ,dvsọtsvcheha,vt,"He is ridiculing.;
He is making fun of.",,$$$
,ᏕᎬᏐᏨᏤᎭ,degṿsọtsvdsʔeha,,,,
,ᏚᏩᏐᏨᏤᎸᎢ,duwạsọtsvchẹʔlv²³ʔi,,,,
,ᏛᏐᏨᏤᎰᎢ,dvsọtsvcheho³ʔi,,,,
,ᏛᏐᏨᏤᏏ,tṿsọtsvchʔsi,,,,
,ᏧᏩᏐᏨᏤᏗ,tsuwạsọtsvchehdi,,,,
,,,,,,
ENTRY,ᏛᏗᏍᏗ,tvdịsdi,n,"Ruffed grouse.;
Pheasant.;
biol. <em>Bonasa umbellus.</em>",,
,,,,,,
ENTRY,ᏛᏕᏆ,tvdegwa,n,"Eel.;
biol. <em>Anguilla rostrata.</em>",,King p. 210 ordering suggests THV.YE.KWA should be THV.TE.KWA  CK 
,,,,,,
ENTRY,ᏣᎦᏱ,tsgayʔi,n,"Yellow jacket.;
biol. <em>Vespula maculifrons.</em>",,
,,,,,,
ENTRY,ᏣᎵᏍᏙᏂ,tsahlsdoni,n,"Bryson City, North Carolina.",,
,,,,,,
ENTRY,ᏣᎶᎯ,tsalọhi,n,"Kingfisher.;
Belted kingfisher.;
biol. <em>Megaceryle alcyon.</em>",,
,,,,,,
ENTRY,ᏣᎹᎭ,tsamạha,n,"Bat.;
biol. <em>Family Vespertilionidae.</em>",,
,,,,,,
ENTRY,ᏣᏁᎳ,tsanela,adj,Eight.,,
,,,,,,
ENTRY,ᏣᏁᏅ,tsạnenv,n,"Skink.;
biol. <em>Family Scincidae.</em>",,
,,,,,,
ENTRY,ᏣᏃ,tsahno,pt,No.,,
,,,,,,
ENTRY,ᏣᏃᏏ,tsanosi,n,Rhinoceros.,,
,,,,,,
ENTRY,ᏣᏄᏏ,tsanusi,n,"Leech.;
biol. <em>Class Hirudinea.</em>",,
,,,,,,
ENTRY,ᏣᏄᏏ,tsạnusi,n,"Murphy, N.C.",,
,,,,,,
ENTRY,ᏣᏉᎳᏕ,tsagwolde,n,"Bluebird.;
Eastern bluebird.;
biol. <em>Sialia sialis.</em>",,
,,,,,,
ENTRY,ᏣᏓᏄᎩ,tsạdạnugi,n,Chattanooga.,,
,,,,,,
ENTRY,ᏣᏥᏯ,tsạtsịya,n,Georgia.,,
,,,,,,
ENTRY,ᏣᏱᎦ,tsahyịga,n,"Poke salad.;
Pokeweed.;
Poke.;
biol. <em>Phytolacca americana.</em>",,
,,,,,,
ENTRY,ᏣᏱᎦ,tsạhyga,n,"Blue jay.;
biol. <em>Cyanocitta cristata.</em>",,
,,,,,,
ENTRY,ᏥᎦᏣ,tsigtsa,n,"Song sparrow.;
biol. <em>Melospiza melodia.</em>",,
,,,,,,
